Released_Year,Runtime,Genre,IMDB_Rating,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross,movie_name
2004,142,51.0,7.9,15.0,127.0,171.0,606.0,625.0,552493,249358727,Harry Potter and the Prisoner of Azkaban
2002,120,5.0,7.9,466.0,268.0,658.0,432.0,778.0,173999,53710019,Ying xiong
2002,112,151.0,7.9,330.0,454.0,288.0,150.0,448.0,104691,9284265,Hable con ella
2001,98,98.0,7.9,81.0,70.0,544.0,200.0,243.0,44618,1059830,No Man's Land
2001,115,58.0,7.9,392.0,504.0,245.0,730.0,63.0,42897,1000045,Cowboy Bebop: Tengoku no tobira
2002,119,30.0,7.9,102.0,186.0,444.0,111.0,139.0,508771,121661683,The Bourne Identity
2000,114,119.0,7.9,113.0,432.0,210.0,236.0,504.0,49721,1221261,Nueve reinas
2006,109,47.0,7.9,15.0,296.0,117.0,107.0,523.0,465113,35552383,Children of Men
2000,122,37.0,7.9,58.0,57.0,512.0,378.0,225.0,252586,32534850,Almost Famous
2001,147,153.0,7.9,89.0,392.0,386.0,369.0,329.0,322031,7220243,Mulholland Dr.
1999,92,61.0,7.9,212.0,38.0,396.0,687.0,722.0,527512,245852179,Toy Story 2
1997,155,124.0,7.9,328.0,357.0,350.0,86.0,470.0,239473,26400640,Boogie Nights
1994,102,110.0,7.9,253.0,431.0,638.0,433.0,388.0,31590,2201126,Once Were Warriors
1993,119,117.0,7.9,441.0,111.0,510.0,164.0,741.0,206918,12281500,True Romance
1993,94,148.0,7.9,249.0,298.0,702.0,362.0,70.0,89836,1324974,Trois couleurs: Bleu
1993,144,119.0,7.9,51.0,9.0,594.0,542.0,359.0,201000,36948322,Carlito's Way
1990,105,131.0,7.9,430.0,287.0,686.0,168.0,46.0,447368,56362352,Edward Scissorhands
1989,103,78.0,7.9,198.0,125.0,72.0,17.0,431.0,68076,14743391,My Left Foot: The Story of Christy Brown
1989,104,91.0,7.9,462.0,360.0,689.0,63.0,135.0,54670,18254702,Crimes and Misdemeanors
1987,119,119.0,7.9,51.0,311.0,592.0,582.0,122.0,281842,76270454,The Untouchables
1986,107,91.0,7.9,462.0,372.0,139.0,473.0,61.0,67176,40084041,Hannah and Her Sisters
1985,132,159.0,7.9,424.0,289.0,378.0,582.0,407.0,187567,9929135,Brazil
1984,82,103.0,7.9,357.0,440.0,463.0,119.0,428.0,128812,188751,This Is Spinal Tap
1983,93,99.0,7.9,44.0,410.0,452.0,148.0,672.0,132947,20605209,A Christmas Story
1980,133,1.0,7.9,211.0,277.0,121.0,88.0,351.0,183182,57229890,The Blues Brothers
1979,96,96.0,7.9,462.0,547.0,136.0,442.0,529.0,131436,45700000,Manhattan
1979,123,147.0,7.9,45.0,455.0,313.0,31.0,443.0,28223,37823676,All That Jazz
1978,127,6.0,7.9,137.0,133.0,370.0,631.0,236.0,111512,5100000,Dawn of the Dead
1976,138,80.0,7.9,7.0,149.0,553.0,277.0,498.0,103031,70600000,All the President's Men
1973,114,43.0,7.9,11.0,12.0,247.0,733.0,381.0,37183,61001,La montaña sagrada
1972,102,86.0,7.9,260.0,182.0,132.0,534.0,100.0,38737,198809,Le charme discret de la bourgeoisie
1970,172,85.0,7.9,126.0,198.0,360.0,656.0,531.0,93741,61700000,Patton
1969,145,12.0,7.9,380.0,542.0,176.0,588.0,188.0,77401,12064472,The Wild Bunch
1968,96,176.0,7.9,137.0,148.0,348.0,375.0,486.0,116557,89029,Night of the Living Dead
1968,134,80.0,7.9,29.0,413.0,362.0,40.0,353.0,29003,22276975,The Lion in Winter
1967,110,116.0,7.9,315.0,485.0,560.0,718.0,440.0,67804,24379978,In the Heat of the Night
1963,113,107.0,7.9,399.0,88.0,52.0,717.0,303.0,68689,13474588,Charade
1960,197,35.0,7.9,401.0,316.0,391.0,299.0,121.0,124339,30000000,Spartacus
1959,90,155.0,7.9,6.0,171.0,158.0,653.0,600.0,28421,88300,Hiroshima mon amour
1956,220,42.0,7.9,62.0,97.0,697.0,33.0,191.0,63560,93740000,The Ten Commandments
1952,85,164.0,7.9,127.0,189.0,225.0,679.0,459.0,97222,9450000,High Noon
1951,101,121.0,7.9,17.0,178.0,557.0,608.0,445.0,123341,7630000,Strangers on a Train
1947,96,92.0,7.9,143.0,152.0,448.0,340.0,239.0,41625,2650000,Miracle on 34th Street
1946,102,135.0,7.9,17.0,88.0,253.0,125.0,464.0,92306,10464000,Notorious
1946,114,120.0,7.9,162.0,229.0,389.0,341.0,497.0,78796,6540000,The Big Sleep
1945,101,133.0,7.9,42.0,430.0,281.0,549.0,277.0,33549,9460000,The Lost Weekend
1940,92,96.0,7.9,162.0,88.0,566.0,559.0,239.0,53667,296000,His Girl Friday
1938,102,8.0,7.9,288.0,543.0,178.0,523.0,62.0,47175,3981000,The Adventures of Robin Hood
1935,96,104.0,7.9,382.0,151.0,227.0,104.0,261.0,30580,2537520,A Night at the Opera
1933,100,53.0,7.9,286.0,172.0,188.0,579.0,94.0,78991,10000000,King Kong
2016,124,124.0,7.8,35.0,480.0,634.0,48.0,539.0,51240,2402067,Forushande
2017,106,24.0,7.8,72.0,183.0,56.0,447.0,728.0,555092,188373161,Dunkirk
2016,127,80.0,7.8,426.0,502.0,503.0,290.0,422.0,200876,169607287,Hidden Figures
2017,103,38.0,7.8,326.0,50.0,249.0,259.0,658.0,61594,40442052,Paddington 2
2016,101,57.0,7.8,442.0,96.0,49.0,461.0,613.0,118035,48023088,Kubo and the Two Strings
2016,184,83.0,7.8,304.0,495.0,376.0,43.0,172.0,40416,1782795,M.S. Dhoni: The Untold Story
2016,137,124.0,7.8,242.0,89.0,468.0,399.0,467.0,246963,47695120,Manchester by the Sea
2015,100,141.0,7.8,276.0,448.0,408.0,327.0,537.0,35539,435266,Under sandet
2016,133,9.0,7.8,130.0,179.0,141.0,9.0,181.0,556608,532177324,Rogue One
2016,147,9.0,7.8,30.0,275.0,99.0,583.0,670.0,663649,408084349,Captain America: Civil War
2015,168,116.0,7.8,341.0,470.0,383.0,307.0,752.0,517059,54117416,The Hateful Eight
2019,135,155.0,7.8,150.0,473.0,171.0,203.0,200.0,143250,108101214,Little Women
2017,94,65.0,7.8,101.0,227.0,148.0,311.0,633.0,50778,6735118,Loving Vincent
2013,130,150.0,7.8,35.0,85.0,629.0,13.0,590.0,45002,1330596,Le passé
2013,141,124.0,7.8,323.0,519.0,86.0,612.0,110.0,81125,2852400,La grande bellezza
2013,104,155.0,7.8,356.0,233.0,495.0,503.0,453.0,50523,4231500,The Lunchbox
2012,126,108.0,7.8,393.0,42.0,691.0,38.0,173.0,39710,169209,Vicky Donor
2014,102,57.0,7.8,99.0,108.0,575.0,629.0,313.0,410983,222527828,Big Hero 6
2013,123,93.0,7.8,349.0,144.0,533.0,66.0,471.0,303032,15322921,About Time
2012,134,92.0,7.8,134.0,489.0,0.0,466.0,604.0,33618,1670773,English Vinglish
2013,126,66.0,7.8,158.0,221.0,244.0,484.0,506.0,73690,5209580,Kaze tachinu
2019,100,61.0,7.8,228.0,516.0,645.0,36.0,733.0,203177,434038008,Toy Story 4
2013,131,116.0,7.8,146.0,197.0,315.0,661.0,178.0,108399,85433,La migliore offerta
2012,94,96.0,7.8,455.0,251.0,357.0,83.0,73.0,318789,45512466,Moonrise Kingdom
2014,102,57.0,7.8,95.0,258.0,88.0,226.0,143.0,305611,177002924,How to Train Your Dragon 2
2015,130,76.0,7.8,3.0,109.0,621.0,609.0,87.0,362942,70259870,The Big Short
2010,144,20.0,7.8,192.0,325.0,97.0,309.0,275.0,111252,128392,Ang-ma-reul bo-at-da
2011,158,116.0,7.8,86.0,124.0,565.0,120.0,694.0,423010,102515793,The Girl with the Dragon Tattoo
2013,134,34.0,7.8,324.0,516.0,55.0,53.0,115.0,421244,107100855,Captain Phillips
2010,119,20.0,7.8,194.0,546.0,577.0,665.0,268.0,62848,6460,Ajeossi
2015,147,80.0,7.8,111.0,399.0,120.0,295.0,561.0,179264,161197785,Straight Outta Compton
2009,129,116.0,7.8,47.0,230.0,688.0,316.0,325.0,52758,547292,Madeo
2013,161,52.0,7.8,335.0,231.0,434.0,567.0,418.0,601408,258366855,The Hobbit: The Desolation of Smaug
2009,144,138.0,7.8,289.0,110.0,177.0,412.0,740.0,68715,2222647,Das weiße Band - Eine deutsche Kindergeschichte
2009,152,116.0,7.8,310.0,379.0,498.0,194.0,444.0,208994,10095170,Män som hatar kvinnor
2010,116,83.0,7.8,92.0,357.0,104.0,19.0,519.0,340584,93617009,The Fighter
2008,90,33.0,7.8,340.0,334.0,420.0,196.0,442.0,564791,145000989,Taken
2008,94,141.0,7.8,269.0,37.0,128.0,604.0,776.0,190748,9030581,The Boy in the Striped Pyjamas
2007,86,149.0,7.8,205.0,205.0,431.0,261.0,245.0,110656,9439923,Once
2012,169,52.0,7.8,335.0,359.0,251.0,567.0,36.0,757377,303003568,The Hobbit: An Unexpected Journey
2007,122,124.0,7.8,115.0,44.0,502.0,699.0,569.0,30827,741283,Auf der anderen Seite
2007,123,151.0,7.8,200.0,307.0,273.0,81.0,665.0,251370,50927067,Atonement
2011,100,110.0,7.8,309.0,458.0,83.0,84.0,15.0,571571,35061555,Drive
2007,157,77.0,7.8,355.0,141.0,572.0,107.0,378.0,392449,130164645,American Gangster
2009,162,4.0,7.8,173.0,468.0,703.0,648.0,535.0,1118998,760507625,Avatar
2009,141,131.0,7.8,170.0,252.0,588.0,167.0,456.0,216421,3600,Mr. Nobody
2006,139,2.0,7.8,284.0,203.0,539.0,137.0,647.0,291018,50866635,Apocalypto
2006,101,91.0,7.8,220.0,528.0,621.0,692.0,256.0,439856,59891098,Little Miss Sunshine
2007,121,17.0,7.8,104.0,487.0,489.0,450.0,74.0,463466,23637265,Hot Fuzz
2008,166,131.0,7.8,86.0,66.0,88.0,681.0,385.0,589160,127509326,The Curious Case of Benjamin Button
2004,192,127.0,7.8,465.0,479.0,527.0,562.0,430.0,49050,2921738,Veer-Zaara
2005,94,88.0,7.8,18.0,526.0,418.0,511.0,579.0,45717,1305,Adams æbler
2005,129,155.0,7.8,200.0,307.0,447.0,81.0,178.0,258924,38405088,Pride & Prejudice
2005,127,83.0,7.8,370.0,32.0,138.0,263.0,716.0,51980,5128124,The World's Fastest Indian
2003,90,61.0,7.8,384.0,484.0,664.0,729.0,56.0,31658,128985,Tôkyô goddofâzâzu
2005,119,9.0,7.8,229.0,394.0,224.0,107.0,14.0,283310,25514517,Serenity
2005,136,81.0,7.8,179.0,272.0,542.0,229.0,634.0,234207,119519402,Walk the Line
2003,113,124.0,7.8,295.0,25.0,240.0,243.0,455.0,35682,15280,Ondskan
2004,123,155.0,7.8,308.0,192.0,272.0,555.0,654.0,520284,81001787,The Notebook
2004,126,35.0,7.8,454.0,188.0,563.0,496.0,521.0,96703,16756372,Diarios de motocicleta
2002,109,110.0,7.8,261.0,400.0,50.0,539.0,472.0,42673,181655,Lilja 4-ever
2003,80,68.0,7.8,412.0,381.0,294.0,481.0,546.0,50622,7002255,Les triplettes de Belleville
2002,131,2.0,7.8,246.0,270.0,228.0,116.0,293.0,129022,54234062,The Count of Monte Cristo
2001,99,72.0,7.8,353.0,174.0,661.0,426.0,760.0,60684,2892011,Waking Life
2000,113,83.0,7.8,43.0,141.0,683.0,724.0,655.0,198089,115654751,Remember the Titans
2000,120,4.0,7.8,27.0,549.0,469.0,735.0,125.0,253228,128078872,Wo hu cang long
1999,101,124.0,7.8,330.0,92.0,428.0,90.0,47.0,89058,8264530,Todo sobre mi madre
2000,143,46.0,7.8,367.0,516.0,238.0,538.0,437.0,524235,233632142,Cast Away
1999,108,22.0,7.8,444.0,541.0,593.0,515.0,159.0,227143,25812,The Boondock Saints
1999,157,84.0,7.8,290.0,457.0,6.0,120.0,168.0,159886,28965197,The Insider
1999,108,79.0,7.8,199.0,242.0,98.0,401.0,128.0,82855,32481825,October Sky
2001,90,61.0,7.8,20.0,530.0,470.0,177.0,106.0,613941,267665011,Shrek
1997,194,155.0,7.8,173.0,330.0,361.0,71.0,408.0,1046089,659325379,Titanic
1997,103,117.0,7.8,414.0,501.0,366.0,566.0,704.0,27712,233986,Hana-bi
1997,106,160.0,7.8,23.0,174.0,665.0,355.0,251.0,280845,12339633,Gattaca
1997,129,25.0,7.8,86.0,376.0,130.0,634.0,311.0,345096,48323648,The Game
1996,159,124.0,7.8,251.0,168.0,619.0,382.0,327.0,62428,4040691,Breaking the Waves
1994,127,76.0,7.8,430.0,287.0,435.0,624.0,581.0,164937,5887457,Ed Wood
1993,118,124.0,7.8,252.0,287.0,402.0,364.0,502.0,215034,9170214,What's Eating Gilbert Grape
1993,130,14.0,7.8,141.0,312.0,383.0,701.0,659.0,126871,56505065,Tombstone
1993,101,92.0,7.8,91.0,515.0,471.0,47.0,583.0,78963,32416586,The Sandlot
1993,134,155.0,7.8,177.0,32.0,170.0,335.0,133.0,66065,22954968,The Remains of the Day
1993,132,91.0,7.8,297.0,136.0,403.0,382.0,254.0,34635,1769305,Naked
1993,130,20.0,7.8,21.0,216.0,657.0,637.0,392.0,267684,183875760,The Fugitive
1993,121,117.0,7.8,362.0,441.0,95.0,417.0,227.0,128171,17266971,A Bronx Tale
1993,76,58.0,7.8,243.0,64.0,196.0,139.0,214.0,43690,5617391,Batman: Mask of the Phantasm
1991,129,91.0,7.8,197.0,545.0,212.0,423.0,13.0,55362,2015810,Night on Earth
1991,98,129.0,7.8,249.0,234.0,687.0,247.0,398.0,42376,1999955,La double vie de Véronique
1991,112,110.0,7.8,216.0,119.0,390.0,258.0,458.0,126082,57504069,Boyz n the Hood
1990,107,162.0,7.8,357.0,243.0,364.0,571.0,226.0,184740,61276872,Misery
1990,121,78.0,7.8,331.0,441.0,558.0,363.0,653.0,125276,52096475,Awakenings
1989,122,80.0,7.8,105.0,366.0,133.0,94.0,548.0,122779,26830000,Glory
1989,108,40.0,7.8,367.0,377.0,111.0,406.0,720.0,481918,118500000,Back to the Future Part II
1988,128,113.0,7.8,8.0,193.0,684.0,206.0,86.0,88214,34603943,Mississippi Burning
1987,107,9.0,7.8,214.0,36.0,85.0,389.0,203.0,371387,59735548,Predator
1987,84,16.0,7.8,381.0,76.0,587.0,138.0,403.0,148359,5923044,Evil Dead II
1986,103,86.0,7.8,209.0,366.0,9.0,469.0,332.0,321382,70136369,Ferris Bueller's Day Off
1986,107,88.0,7.8,197.0,518.0,331.0,591.0,563.0,47834,1436000,Down by Law
1985,114,38.0,7.8,350.0,475.0,345.0,302.0,141.0,244430,61503218,The Goonies
1985,154,124.0,7.8,408.0,130.0,679.0,525.0,481.0,78321,98467863,The Color Purple
1985,97,91.0,7.8,209.0,166.0,346.0,491.0,25.0,357026,45875171,The Breakfast Club
1984,141,80.0,7.8,371.0,467.0,231.0,339.0,390.0,51585,34700291,The Killing Fields
1984,105,16.0,7.8,167.0,54.0,121.0,648.0,260.0,355413,238632124,Ghostbusters
1983,193,35.0,7.8,338.0,466.0,590.0,176.0,165.0,56235,21500000,The Right Stuff
1982,109,88.0,7.8,275.0,441.0,308.0,166.0,662.0,88511,2500000,The King of Comedy
1982,115,169.0,7.8,408.0,220.0,149.0,544.0,162.0,372490,435110554,E.T. the Extra-Terrestrial
1979,105,124.0,7.8,360.0,149.0,455.0,286.0,394.0,133351,106260000,Kramer vs. Kramer
1976,135,181.0,7.8,73.0,115.0,614.0,105.0,72.0,65659,31800000,The Outlaw Josey Wales
1974,113,153.0,7.8,120.0,193.0,327.0,18.0,230.0,98611,4420000,The Conversation
1973,72,75.0,7.8,344.0,45.0,302.0,190.0,326.0,25229,193817,La planète sauvage
1973,143,119.0,7.8,127.0,154.0,639.0,479.0,12.0,37445,16056255,The Day of the Jackal
1972,124,147.0,7.8,45.0,338.0,466.0,251.0,349.0,48334,42765000,Cabaret
1971,100,168.0,7.8,285.0,196.0,261.0,546.0,645.0,178731,4000000,Willy Wonka & the Chocolate Factory
1969,113,124.0,7.8,215.0,149.0,340.0,662.0,363.0,101124,44785053,Midnight Cowboy
1967,108,180.0,7.8,421.0,40.0,7.0,569.0,193.0,27733,17550741,Wait Until Dark
1967,108,91.0,7.8,400.0,488.0,607.0,379.0,406.0,39642,56700000,Guess Who's Coming to Dinner
1964,170,127.0,7.8,138.0,40.0,547.0,652.0,761.0,86525,72000000,My Fair Lady
1964,139,100.0,7.8,365.0,297.0,140.0,155.0,250.0,158029,102272727,Mary Poppins
1962,178,24.0,7.8,239.0,27.0,221.0,61.0,156.0,52141,39100000,The Longest Day
1961,100,172.0,7.8,169.0,140.0,526.0,465.0,530.0,27007,2616000,The Innocents
1960,90,110.0,7.8,188.0,264.0,292.0,141.0,270.0,73251,336705,À bout de souffle
1935,75,144.0,7.8,184.0,63.0,166.0,128.0,743.0,43542,4360000,Bride of Frankenstein
2017,104,155.0,7.7,121.0,293.0,13.0,221.0,282.0,25198,335609,God's Own Country
2018,119,1.0,7.7,88.0,460.0,345.0,493.0,389.0,478586,324591735,Deadpool 2
2017,107,116.0,7.7,418.0,308.0,307.0,358.0,712.0,205444,33800859,Wind River
2017,104,174.0,7.7,224.0,126.0,20.0,79.0,115.0,492851,176040665,Get Out
2018,147,10.0,7.7,70.0,514.0,241.0,713.0,683.0,291257,220159104,Mission: Impossible - Fallout
2015,116,96.0,7.7,156.0,449.0,53.0,199.0,285.0,47444,3358518,En man som heter Ove
2014,86,102.0,7.7,193.0,499.0,299.0,666.0,142.0,157498,3333000,What We Do in the Shadows
2014,103,71.0,7.7,182.0,223.0,586.0,376.0,553.0,32798,765127,Omoide no Mânî
2014,123,82.0,7.7,180.0,150.0,190.0,689.0,691.0,404182,35893537,The Theory of Everything
2014,129,1.0,7.7,281.0,117.0,635.0,622.0,523.0,590440,128261724,Kingsman: The Secret Service
2014,126,155.0,7.7,227.0,482.0,39.0,500.0,439.0,344312,124872350,The Fault in Our Stars
2015,105,91.0,7.7,16.0,507.0,532.0,520.0,562.0,123210,6743776,Me and Earl and the Dying Girl
2014,119,91.0,7.7,10.0,378.0,699.0,180.0,31.0,580291,42340598,Birdman or (The Unexpected Virtue of Ignorance)
2013,180,155.0,7.7,1.0,342.0,1.0,616.0,55.0,138741,2199675,La vie d'Adèle
2013,130,161.0,7.7,2.0,17.0,624.0,558.0,28.0,32628,1122527,Kai po che!
2012,111,149.0,7.7,117.0,529.0,324.0,507.0,237.0,39379,175058,The Broken Circle Breakdown
2014,136,9.0,7.7,30.0,275.0,99.0,622.0,670.0,736182,259766572,Captain America: The Winter Soldier
2011,159,147.0,7.7,163.0,429.0,486.0,640.0,433.0,39501,985912,Rockstar
2013,115,37.0,7.7,14.0,77.0,682.0,366.0,81.0,112298,17654912,Nebraska
2012,101,61.0,7.7,346.0,278.0,264.0,289.0,667.0,380195,189422889,Wreck-It Ralph
2015,108,62.0,7.7,270.0,266.0,414.0,555.0,488.0,56720,1339152,Le Petit Prince
2011,98,124.0,7.7,440.0,6.0,107.0,437.0,469.0,77071,71177,Detachment
2011,96,101.0,7.7,462.0,403.0,533.0,381.0,434.0,388089,56816662,Midnight in Paris
2014,100,57.0,7.7,71.0,417.0,102.0,720.0,201.0,323982,257760692,The Lego Movie
2013,91,160.0,7.7,15.0,471.0,218.0,176.0,576.0,769145,274092705,Gravity
2013,132,9.0,7.7,168.0,104.0,700.0,736.0,68.0,463188,228778661,Star Trek Into Darkness
2015,137,165.0,7.7,61.0,3.0,172.0,574.0,33.0,73964,83861,Beasts of No Nation
2010,120,78.0,7.7,86.0,267.0,27.0,370.0,638.0,624982,96962694,The Social Network
2011,131,9.0,7.7,281.0,244.0,460.0,308.0,421.0,645512,146408305,X: First Class
2009,100,86.0,7.7,432.0,551.0,70.0,367.0,186.0,717559,277322503,The Hangover
2012,143,10.0,7.7,379.0,124.0,287.0,499.0,382.0,630614,304360277,Skyfall
2012,122,96.0,7.7,92.0,67.0,305.0,582.0,299.0,661871,132092958,Silver Linings Playbook
2012,120,84.0,7.7,38.0,47.0,77.0,334.0,11.0,572581,136025503,Argo
2009,95,96.0,7.7,268.0,554.0,344.0,222.0,126.0,472242,32391374,(500) Days of Summer
